BOROUGH,NEIGHBORHOOD,BUILDING_CATEGORY,ADDRESS,ZIP_CODE,LAND_SQR_FT,GROSS_SQR_FT,YEAR_BUILT,PRICE,long,lat
BROOKLYN,BERGEN BEACH             ,ONE FAMILY HOME,2215 EAST 70TH   STREET                  ,11234,2550,1683,1960,537500,-73.90582275390625,40.61748123168945
STATEN ISLAND,NEW SPRINGVILLE,ONE FAMILY HOME,259 MERRYMOUNT STREET,10314,2470,2248,1982,620000,-74.16159057617188,40.587646484375
BRONX,WAKEFIELD                ,TWO FAMILY HOMES,4149 WILDER AVENUE                       ,10466,2605,2977,2008,569900,-73.84272003173828,40.89461898803711
STATEN ISLAND,ELTINGVILLE              ,ONE FAMILY HOME,87 DETROIT AVENUE                        ,10312,6000,1892,1944,350000,-74.17759704589844,40.54621124267578
QUEENS,GLENDALE,ONE FAMILY HOME,88-01 DORAN AVENUE,11385,2525,1292,1945,660000,-73.86398315429688,40.70970153808594
STATEN ISLAND,ELTINGVILLE              ,ONE FAMILY HOME,3448 RICHMOND AVENUE                     ,10312,4000,3234,1965,494000,-74.16866302490234,40.554351806640625
QUEENS,FLUSHING-NORTH           ,ONE FAMILY HOME,160-01 HORACE HARDING EXPRE              ,11365,3600,4050,1949,1500000,-73.80792999267578,40.73896026611328
STATEN ISLAND,ARDEN HEIGHTS            ,ONE FAMILY HOME,62 HAMPTON GREEN                         ,10312,2542,1740,1975,385000,-74.19393157958984,40.554019927978516
STATEN ISLAND,GREAT KILLS              ,TWO FAMILY HOMES,63 GROTON STREET                         ,10312,3400,2000,1985,500000,-74.14949035644531,40.53614044189453
STATEN ISLAND,ARROCHAR                 ,ONE FAMILY HOME,37 MILLS AVENUE                          ,10305,2295,1690,2006,430000,-74.0679702758789,40.596500396728516
STATEN ISLAND,BULLS HEAD,ONE FAMILY HOME,25 TIMOTHY COURT,10314,4450,1960,1996,530000,-74.16494750976562,40.60641098022461
STATEN ISLAND,MIDLAND BEACH            ,ONE FAMILY HOME,712 QUINCY AVENUE                        ,10305,3000,1824,2005,533500,-74.08325958251953,40.57704162597656
BRONX,BAYCHESTER               ,ONE FAMILY HOME,3541 KINGSLAND AVENUE                    ,10469,1818,1528,1960,320000,-74.22915649414062,40.51850128173828
QUEENS,BELLEROSE                ,ONE FAMILY HOME,244-26 88TH AVENUE                       ,11426,1692,1836,1965,390000,-73.72210693359375,40.729251861572266
STATEN ISLAND,GRYMES HILL              ,ONE FAMILY HOME,159 HILLSIDE AVENUE                      ,10304,5000,3000,2006,585568,-74.0893325805664,40.61664962768555
STATEN ISLAND,GRANT CITY               ,ONE FAMILY HOME,1954 RICHMOND ROAD                       ,10306,3633,1505,2005,515000,-74.10810089111328,40.58325958251953
BROOKLYN,BENSONHURST              ,THREE FAMILY HOMES,1459 67TH STREET                         ,11219,2000,3120,1986,900000,-73.9989013671875,40.6226806640625
STATEN ISLAND,MARINERS HARBOR          ,ONE FAMILY HOME,49 LAKE AVENUE                           ,10303,2600,1900,2005,325000,-74.15043640136719,40.635658264160156
QUEENS,FLUSHING-NORTH           ,THREE FAMILY HOMES,40-28 194TH STREET                       ,11358,2500,4080,2003,995000,-73.7882308959961,40.760318756103516
QUEENS,CORONA                   ,ONE FAMILY HOME,5023 102 STREET                          ,11368,1966,1474,1960,320000,-74.22931671142578,40.51860046386719
BROOKLYN,SPRING CREEK,ONE FAMILY HOME,710 EGAN STREET,11239,1900,1632,2016,419666,-73.8697280883789,40.65779113769531
BROOKLYN,BEDFORD STUYVESANT       ,THREE FAMILY HOMES,16 COLUMBUS PLACE                        ,11233,1890,4032,2006,650000,-73.92294311523438,40.677650451660156
STATEN ISLAND,WILLOWBROOK              ,ONE FAMILY HOME,279 KELL AVENUE                          ,10314,1465,1421,1991,368000,-74.13465881347656,40.60607147216797
BRONX,BRONXDALE                ,TWO FAMILY HOMES,2766 PAULDING AVENUE                     ,10469,1825,1701,1950,385000,-73.85839080810547,40.86735153198242
STATEN ISLAND,GREAT KILLS              ,ONE FAMILY HOME,51 ARMSTRONG AVENUE                      ,10308,3330,1600,1987,360000,-74.14724731445312,40.536380767822266
QUEENS,ROSEDALE                 ,TWO FAMILY HOMES,139-26 249 STREET                        ,11422,2500,1500,2000,497140,-73.73011016845703,40.6675910949707
STATEN ISLAND,ELTINGVILLE,ONE FAMILY HOME,40 MARNE AVENUE,10312,5000,1912,1990,690000,-74.1744613647461,40.55466842651367
BRONX,BAYCHESTER               ,ONE FAMILY HOME,2948 TIEMANN AVENUE                      ,10469,1900,2940,1960,327000,-73.83960723876953,40.8701286315918
BRONX,WILLIAMSBRIDGE           ,TWO FAMILY HOMES,952 EAST 228 STREET                      ,10466,3630,1568,1960,498200,-73.84426879882812,40.901920318603516
STATEN ISLAND,WESTERLEIGH              ,TWO FAMILY HOMES,526 WILLOWBROOK ROAD                     ,10314,6840,1521,1960,460000,-74.14705657958984,40.61111068725586
BROOKLYN,BUSHWICK                 ,THREE FAMILY HOMES,205 CORNELIA STREET                      ,11221,1800,3960,2012,1499000,-73.9134521484375,40.69266128540039
STATEN ISLAND,MANOR HEIGHTS            ,TWO FAMILY HOMES,507 MOUNTAINVIEW AVENUE                  ,10314,2460,2804,2004,560037,-74.12442016601562,40.59880828857422
QUEENS,BAYSIDE,ONE FAMILY HOME,53-21 203RD   STREET,11364,4800,1533,1950,958000,-73.77498626708984,40.7489013671875
STATEN ISLAND,GREAT KILLS              ,TWO FAMILY HOMES,28 BARTLETT AVENUE                       ,10312,4000,2400,1989,645000,-74.16625213623047,40.548160552978516
QUEENS,SO. JAMAICA-BAISLEY PARK ,TWO FAMILY HOMES,123-15 143 ST                            ,11436,3180,1974,2004,515000,-74.22931671142578,40.51860046386719
STATEN ISLAND,ROSSVILLE                ,TWO FAMILY HOMES,55 POND STREET                           ,10309,3398,2219,1999,490000,-74.21105194091797,40.55242156982422
QUEENS,FLUSHING-NORTH,TWO FAMILY HOMES,50-16 BOWNE STREET,11355,2640,1518,1997,1079000,-73.8131332397461,40.74884033203125
STATEN ISLAND,ROSEBANK                 ,ONE FAMILY HOME,83 HOPE AVENUE                           ,10305,1987,1710,1996,400000,-74.06629943847656,40.6096305847168
STATEN ISLAND,GREAT KILLS              ,ONE FAMILY HOME,130 HEREFORD STREET                      ,10308,4800,3150,1950,570000,-74.15293884277344,40.56100845336914
BRONX,COUNTRY CLUB,ONE FAMILY HOME,1123 ELLSWORTH AVENUE,10465,1710,1890,1960,659216,-74.22931671142578,40.51860046386719
QUEENS,QUEENS VILLAGE           ,ONE FAMILY HOME,8841 ASHFORD STREET                      ,11427,2050,1880,1960,400000,-73.73770904541016,40.72978591918945
QUEENS,COLLEGE POINT            ,TWO FAMILY HOMES,18-10 125TH STREET                       ,11356,2342,2112,2011,641497,-73.84339904785156,40.78289031982422
STATEN ISLAND,CASTLETON CORNERS,TWO FAMILY HOMES,38 ALPINE COURT,10310,5000,2184,1955,752500,-74.12336730957031,40.623779296875
BROOKLYN,CANARSIE                 ,TWO FAMILY HOMES,1235 EAST 86 STREET                      ,11236,2000,1740,1955,400000,-74.22915649414062,40.51850128173828
BROOKLYN,CANARSIE                 ,TWO FAMILY HOMES,1456 EAST 85 STREET                      ,11236,2000,2760,1960,620000,-74.11316680908203,40.62331771850586
STATEN ISLAND,TOTTENVILLE,TWO FAMILY HOMES,343 MANHATTAN STREET,10307,5000,2800,1989,848000,-74.24128723144531,40.50164031982422
QUEENS,FRESH MEADOWS            ,TWO FAMILY HOMES,73-20 199TH STREET                       ,11366,2890,1848,1955,400000,-73.77355194091797,40.73537826538086
BRONX,MOTT HAVEN/PORT MORRIS   ,TWO FAMILY HOMES,439 EAST 147TH STREET                    ,10455,2000,2340,1993,492000,-73.91699981689453,40.81427001953125
QUEENS,SO. JAMAICA-BAISLEY PARK,TWO FAMILY HOMES,115-51 142ND STREET,11436,3600,2016,1960,870000,-73.79988098144531,40.68104934692383
QUEENS,FLUSHING-SOUTH,TWO FAMILY HOMES,170-07 65TH AVENUE,11365,4000,2072,1955,950000,-73.79888153076172,40.73672866821289
QUEENS,SO. JAMAICA-BAISLEY PARK ,TWO FAMILY HOMES,114-52 167 STREET                        ,11434,2208,1120,2005,399000,-73.76937103271484,40.694679260253906
BROOKLYN,BOROUGH PARK             ,TWO FAMILY HOMES,1326 63RD STREET                         ,11219,2063,1870,1955,850000,-73.99974060058594,40.62657928466797
STATEN ISLAND,NEW SPRINGVILLE          ,ONE FAMILY HOME,38 PERSIMMON LANE                        ,10314,2167,1676,2014,430932,-74.15247344970703,40.592288970947266
QUEENS,BEECHHURST,ONE FAMILY HOME,12-08 157TH   STREET,11357,1472,1024,1950,335000,-73.80484008789062,40.79113006591797
STATEN ISLAND,ELTINGVILLE              ,ONE FAMILY HOME,133 HALES AVENUE                         ,10312,5850,2500,1955,485000,-74.15904998779297,40.53390121459961
BRONX,MOUNT HOPE/MOUNT EDEN    ,TWO FAMILY HOMES,230 ECHO PLACE                           ,10457,5017,32645,2007,500000,-74.22931671142578,40.51860046386719
QUEENS,SOUTH JAMAICA,TWO FAMILY HOMES,105-35 172ND   STREET,11433,2375,1520,1999,480000,-74.22915649414062,40.51850128173828
BROOKLYN,CANARSIE                 ,TWO FAMILY HOMES,593 EAST 83RD STREET                     ,11236,2000,1800,1960,515000,-73.91468048095703,40.64038848876953
STATEN ISLAND,NEW DORP-HEIGHTS         ,ONE FAMILY HOME,58 EAST BROADWAY                         ,10306,2820,2200,1965,415000,-74.1285629272461,40.56858825683594
STATEN ISLAND,HUGUENOT                 ,ONE FAMILY HOME,76 STECHER STREET                        ,10312,4000,1144,1975,385000,-74.18829345703125,40.531211853027344
BRONX,RIVERDALE                ,ONE FAMILY HOME,5630 FIELDSTON ROAD                      ,10471,1615,1760,1950,649760,-73.89997100830078,40.90468978881836
QUEENS,FLUSHING-SOUTH           ,TWO FAMILY HOMES,61-40 146TH   STREET                     ,11367,1775,1732,1950,517000,-73.82450103759766,40.74073028564453
STATEN ISLAND,WILLOWBROOK              ,ONE FAMILY HOME,521 HAROLD STREET                        ,10314,2650,1224,1970,415000,-74.13939666748047,40.600921630859375
QUEENS,ST. ALBANS               ,ONE FAMILY HOME,11712 FRANCIS LEWIS BLVD                 ,11411,5612,1212,1955,320000,-73.74610900878906,40.695701599121094
STATEN ISLAND,SOUTH BEACH              ,ONE FAMILY HOME,22 XENIA STREET                          ,10305,2200,1108,1960,405000,-74.08377838134766,40.59162902832031
BRONX,SCHUYLERVILLE/PELHAM BAY ,TWO FAMILY HOMES,3082 MIDDLETOWN ROAD                     ,10461,3135,3201,2007,839000,-73.82689666748047,40.84482955932617
QUEENS,BAYSIDE,ONE FAMILY HOME,29-59 215TH PLACE,11360,7225,2400,1995,490000,-73.77033233642578,40.774818420410156
QUEENS,EAST ELMHURST            ,ONE FAMILY HOME,23-40 101ST STREET                       ,11369,2500,1104,1950,369000,-74.22931671142578,40.51860046386719
BROOKLYN,BROWNSVILLE,ONE FAMILY HOME,937 ROCKAWAY AVENUE,11212,1800,1148,1987,455000,-73.90721893310547,40.65678024291992
STATEN ISLAND,PRINCES BAY,ONE FAMILY HOME,19 ADMIRALTY LOOP,10309,1881,2058,1995,558000,-74.20159149169922,40.514190673828125
QUEENS,ROSEDALE                 ,ONE FAMILY HOME,259-49 148 ROAD                          ,11422,4000,2625,1950,471700,-73.72782135009766,40.67470932006836
QUEENS,WOODSIDE                 ,THREE FAMILY HOMES,6516 WOODSIDE AVENUE                     ,11377,3291,2750,1996,619000,-73.89952850341797,40.74352264404297
QUEENS,RICHMOND HILL            ,ONE FAMILY HOME,9734 108 STREET                          ,11419,1665,1248,1945,320000,-73.81417846679688,40.694217681884766
BROOKLYN,BERGEN BEACH             ,ONE FAMILY HOME,6684 AVENUE M                            ,11234,2711,2200,2005,687318,-73.91419982910156,40.623348236083984
BROOKLYN,CANARSIE,TWO FAMILY HOMES,10523 AVENUE N,11236,5000,2338,1960,525000,-74.22931671142578,40.51860046386719
QUEENS,CAMBRIA HEIGHTS          ,ONE FAMILY HOME,117-38 228 STREET                        ,11411,4000,1145,1945,449000,-73.72772979736328,40.70222473144531
STATEN ISLAND,TRAVIS                   ,ONE FAMILY HOME,46 ROSWELL AVENUE                        ,10314,2500,1428,1984,440000,-74.1903076171875,40.5901985168457
QUEENS,SPRINGFIELD GARDENS      ,TWO FAMILY HOMES,134-36 173 STREET                        ,11434,1674,2323,2005,615000,-73.76143646240234,40.6769905090332
STATEN ISLAND,PORT IVORY               ,TWO FAMILY HOMES,190 ARLINGTON PLACE                      ,10303,3045,1650,1985,375000,-74.17008972167969,40.63579177856445
STATEN ISLAND,ELTINGVILLE              ,TWO FAMILY HOMES,2 FUTURITY PLACE                         ,10312,5565,2660,1970,461000,-74.17687225341797,40.56312942504883
QUEENS,FLUSHING-NORTH           ,ONE FAMILY HOME,43-02 162ND STREET                       ,11358,975,1200,1950,455000,-73.80442810058594,40.75865173339844
STATEN ISLAND,SUNNYSIDE                ,TWO FAMILY HOMES,10 DOBBS PLACE                           ,10301,6000,2037,1955,460000,-74.10701751708984,40.612220764160156
BRONX,THROGS NECK              ,TWO FAMILY HOMES,904 HUNTINGTON AVENUE                    ,10465,2800,1818,1950,365000,-73.83010864257812,40.82754135131836
STATEN ISLAND,PLEASANT PLAINS          ,ONE FAMILY HOME,227 SHARROTT AVENUE                      ,10309,7553,1096,1950,435000,-74.21246337890625,40.51810836791992
BRONX,BAYCHESTER               ,TWO FAMILY HOMES,2912 ELY AVENUE                          ,10469,2375,3060,2004,528471,-73.83592224121094,40.870418548583984
QUEENS,FLUSHING-NORTH           ,TWO FAMILY HOMES,38-06 150TH STREET                       ,11354,2377,1490,1987,780000,-73.81510162353516,40.764488220214844
QUEENS,BELLEROSE                ,ONE FAMILY HOME,85-35 250TH   STREET                     ,11426,4800,943,1945,465000,-74.22915649414062,40.51850128173828
BRONX,PELHAM PARKWAY NORTH     ,ONE FAMILY HOME,2513 FISH AVENUE                         ,10469,2700,1782,1970,420000,-73.84745025634766,40.86328125
BROOKLYN,MILL BASIN               ,ONE FAMILY HOME,2662 NATIONAL DRIVE                      ,11234,4800,3680,1997,1500000,-73.90215301513672,40.607051849365234
STATEN ISLAND,PLEASANT PLAINS          ,ONE FAMILY HOME,6779 HYLAN BLVD                          ,10309,2417,2100,1996,410000,-74.22947692871094,40.508121490478516
QUEENS,MIDDLE VILLAGE           ,THREE FAMILY HOMES,69-04 62ND   AVENUE                      ,11379,2600,2945,1965,800000,-73.88919830322266,40.71747970581055
BROOKLYN,FLATLANDS                ,ONE FAMILY HOME,1275 EAST 52ND STREET                    ,11234,2000,2070,1950,440000,-73.92578125,40.628841400146484
STATEN ISLAND,PORT RICHMOND            ,TWO FAMILY HOMES,244 HEBERTON AVENUE                      ,10302,2376,2100,2003,398900,-74.13313293457031,40.634830474853516
STATEN ISLAND,GRASMERE                 ,ONE FAMILY HOME,11 GARRETSON LANE                        ,10304,995,900,1987,335000,-74.08539581298828,40.603233337402344
BROOKLYN,BEDFORD STUYVESANT       ,ONE FAMILY HOME,30 HATTIE JONES COURT                    ,11213,2173,1452,1985,445000,-73.93502807617188,40.678279876708984
QUEENS,COLLEGE POINT,THREE FAMILY HOMES,9-04 130TH STREET,11356,2671,2590,1970,885000,-73.83834075927734,40.78902816772461
QUEENS,HOWARD BEACH             ,ONE FAMILY HOME,163-30 96TH STREET                       ,11414,4000,1820,1950,535000,-73.83545684814453,40.65201187133789
BROOKLYN,BOROUGH PARK             ,ONE FAMILY HOME,1607 55TH   STREET                       ,11204,2204,3445,1955,510000,-73.98863220214844,40.627620697021484
BROOKLYN,FLATBUSH-EAST            ,ONE FAMILY HOME,445 EAST 53 STREET                       ,11203,1750,2942,2009,652000,-73.92108917236328,40.661720275878906
BROOKLYN,CLINTON HILL             ,TWO FAMILY HOMES,49 IRVING PLACE                          ,11238,1600,3922,2012,2340956,-73.95977783203125,40.683589935302734
BROOKLYN,CANARSIE                 ,TWO FAMILY HOMES,1219 EAST 82 STREET                      ,11236,2183,2850,1955,395000,-73.88648223876953,40.65556335449219
QUEENS,HOWARD BEACH             ,TWO FAMILY HOMES,155-03 KILLARNEY STREET                  ,11414,4500,2296,1955,595000,-73.83856964111328,40.665889739990234
BRONX,THROGS NECK              ,ONE FAMILY HOME,194 HUNTINGTON AVENUE                    ,10465,1800,1224,1955,355000,-73.82054901123047,40.814491271972656
STATEN ISLAND,ROSEBANK,ONE FAMILY HOME,235 SAINT JOHNS AVENUE,10305,4237,1980,2012,745000,-74.22915649414062,40.51850128173828
QUEENS,FLUSHING-SOUTH           ,ONE FAMILY HOME,64-39 137TH   STREET                     ,11367,2994,2165,1950,445000,-73.82913208007812,40.737640380859375
QUEENS,FLUSHING-NORTH           ,THREE FAMILY HOMES,3101 LINDEN STREET                       ,11354,1700,4400,2001,773870,-73.82645416259766,40.770668029785156
QUEENS,FLUSHING-NORTH           ,THREE FAMILY HOMES,157-15 45 AVENUE                         ,11355,1780,2479,1965,650000,-73.80789947509766,40.76129150390625
BRONX,COUNTRY CLUB             ,ONE FAMILY HOME,1019 THROGMORTON AVENUE                  ,10465,1764,2016,1960,515000,-73.82147216796875,40.83388137817383
BRONX,WAKEFIELD                ,TWO FAMILY HOMES,710 ST OUEN STREET                       ,10470,1995,2761,1965,484500,-73.84918975830078,40.903987884521484
BROOKLYN,OLD MILL BASIN           ,TWO FAMILY HOMES,2032 EAST 53 PLACE                       ,11234,1710,2160,1960,312000,-73.90318298339844,40.64039993286133
QUEENS,MIDDLE VILLAGE,TWO FAMILY HOMES,71-11 60TH   AVENUE,11378,2090,2365,1960,893000,-73.88847351074219,40.72364044189453
BROOKLYN,MIDWOOD,ONE FAMILY HOME,1485 EAST 21ST   STREET,11210,7000,1916,1950,2060000,-74.11316680908203,40.62331771850586
BRONX,THROGS NECK              ,ONE FAMILY HOME,2819 SCHURZ AVENUE                       ,10465,2525,1633,1960,419000,-73.81761932373047,40.81439971923828
QUEENS,SPRINGFIELD GARDENS      ,ONE FAMILY HOME,197-26 NASHVILLE BOULEVARD               ,11413,7392,2184,1950,320000,-73.75019836425781,40.686771392822266
STATEN ISLAND,OAKWOOD-BEACH,ONE FAMILY HOME,404 MONTREAL AVENUE,10306,2400,1472,1978,520000,-74.1235122680664,40.557498931884766
BRONX,COUNTRY CLUB             ,TWO FAMILY HOMES,3211 GRISWOLD AVENUE                     ,10465,10000,2632,1960,555000,-73.8208999633789,40.8443717956543
QUEENS,FLUSHING-NORTH           ,ONE FAMILY HOME,148-05 59TH AVENUE                       ,11355,4000,1093,1945,870000,-73.82038879394531,40.74269104003906
QUEENS,SOUTH OZONE PARK         ,TWO FAMILY HOMES,130-03 135TH   AVENUE                    ,11420,4000,2420,1965,405000,-74.22915649414062,40.51850128173828
STATEN ISLAND,WEST NEW BRIGHTON        ,ONE FAMILY HOME,18 WINEGAR LANE                          ,10310,2160,1670,2003,303186,-74.11627960205078,40.635719299316406
